TAZ,RSA,CSA,COUNTY,COUNTY_ID,DIST,DIST_ID,SUPDIST,SUPDIST_ID
1869,24,66,"Los Angeles",1,"GLENDALE",24,"FOOTHILLS",12
1870,24,66,"Los Angeles",1,"GLENDALE",24,"FOOTHILLS",12
1871,24,66,"Los Angeles",1,"GLENDALE",24,"FOOTHILLS",12
1872,24,66,"Los Angeles",1,"GLENDALE",24,"FOOTHILLS",12
1873,24,66,"Los Angeles",1,"GLENDALE",24,"FOOTHILLS",12
1874,24,66,"Los Angeles",1,"GLENDALE",24,"FOOTHILLS",12
1875,24,66,"Los Angeles",1,"GLENDALE",24,"FOOTHILLS",12
1876,24,66,"Los Angeles",1,"GLENDALE",24,"FOOTHILLS",12
1877,24,66,"Los Angeles",1,"GLENDALE",24,"FOOTHILLS",12
1878,24,66,"Los Angeles",1,"GLENDALE",24,"FOOTHILLS",12
1879,24,66,"Los Angeles",1,"GLENDALE",24,"FOOTHILLS",12
1880,24,66,"Los Angeles",1,"GLENDALE",24,"FOOTHILLS",12
1881,24,66,"Los Angeles",1,"GLENDALE",24,"FOOTHILLS",12
1882,24,66,"Los Angeles",1,"GLENDALE",24,"FOOTHILLS",12
1883,24,66,"Los Angeles",1,"GLENDALE",24,"FOOTHILLS",12
1884,25,114,"Los Angeles",1,"ANGELES NATL FOREST",11,"ANTELOPE",13
1885,25,133,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1886,25,133,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1887,25,133,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1888,25,133,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1889,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1890,25,133,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1891,25,127,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1892,25,127,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1893,25,127,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1894,25,127,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1895,25,127,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1896,25,127,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1897,25,127,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1898,25,127,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1899,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1900,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1901,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1902,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1903,25,127,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1904,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1905,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1906,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1907,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1908,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1909,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1910,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1911,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1912,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1913,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1914,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1915,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1916,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1917,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1918,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1919,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1920,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1921,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1922,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1923,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1924,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1925,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1926,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1927,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1928,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1929,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1930,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1931,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1932,25,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1933,25,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1934,25,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1935,25,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1936,25,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1937,25,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1938,0,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1939,0,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1940,25,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1941,25,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1942,25,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1943,25,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1944,25,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1945,25,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1946,25,134,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1947,25,134,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1948,25,134,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1949,25,134,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1950,25,134,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1951,25,134,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1952,25,130,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1953,25,131,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1954,25,131,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1955,25,131,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1956,25,131,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1957,25,141,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1958,25,141,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1959,25,140,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1960,25,140,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1961,25,136,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1962,25,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1963,25,140,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1964,25,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1965,25,143,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1966,25,139,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1967,25,139,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1968,25,143,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1969,25,143,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1970,25,143,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1971,25,143,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1972,25,143,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1973,25,143,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1974,25,143,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1975,25,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1976,25,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1977,25,143,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1978,25,129,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1979,25,142,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1980,25,142,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1981,25,142,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1982,25,142,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1983,25,142,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1984,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1985,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1986,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1987,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1988,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1989,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1990,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1991,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1992,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1993,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1994,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1995,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1996,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1997,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1998,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
1999,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2000,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2001,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2002,25,128,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2003,25,139,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2004,25,139,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2005,25,139,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2006,25,139,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2007,25,139,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2008,25,139,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2009,25,139,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2010,25,139,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2011,25,135,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2012,25,135,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2013,25,135,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2014,25,135,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2015,25,135,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2016,25,135,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2017,25,135,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2018,25,135,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2019,25,135,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2020,25,135,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2021,25,135,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2022,25,135,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2023,25,135,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2024,25,135,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2025,25,137,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2026,25,137,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2027,25,137,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2028,25,137,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2029,25,137,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2030,25,137,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2031,25,137,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2032,25,137,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2033,25,137,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2034,25,137,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2035,25,137,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2036,25,137,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2037,25,137,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2038,25,137,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2039,25,59,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2040,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2041,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2042,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2043,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2044,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2045,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2046,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2047,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2048,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2049,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2050,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2051,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2052,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2053,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2054,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2055,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2056,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2057,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2058,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2059,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2060,25,138,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2061,25,132,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2062,25,138,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2063,25,138,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2064,25,138,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2065,25,138,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2066,25,138,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2067,26,115,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2068,26,115,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2069,26,115,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2070,26,115,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2071,26,115,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2072,26,115,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2073,26,115,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2074,26,119,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2075,26,119,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2076,26,119,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2077,26,119,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2078,26,119,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2079,26,119,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2080,26,119,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2081,26,119,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2082,26,119,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2083,26,119,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2084,26,121,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2085,26,121,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2086,0,121,"Los Angeles",1,"PASADENA",25,"FOOTHILLS",12
2087,0,121,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2088,0,121,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2089,26,121,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2090,26,121,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2091,26,119,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2092,26,115,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2093,26,119,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2094,26,115,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2095,26,115,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2096,26,115,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2097,26,115,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2098,26,119,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2099,26,119,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2100,26,117,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2101,26,117,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2102,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2103,26,117,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2104,26,117,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2105,26,117,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2106,26,117,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2107,26,117,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2108,26,117,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2109,26,117,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2110,26,117,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2111,26,117,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2112,26,117,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2113,26,116,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2114,26,116,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2115,26,116,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2116,26,116,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2117,26,116,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2118,26,116,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2119,26,116,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2120,26,116,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2121,26,116,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2122,26,116,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2123,26,116,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2124,26,116,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2125,26,116,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2126,26,116,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2127,26,116,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2128,26,116,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2129,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2130,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2131,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2132,26,117,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2133,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2134,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2135,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2136,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2137,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2138,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2139,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2140,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2141,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2142,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2143,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2144,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2145,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2146,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2147,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2148,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2149,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2150,26,117,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2151,26,125,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2152,26,112,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2153,26,125,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2154,26,125,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2155,26,125,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2156,26,125,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2157,26,125,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2158,26,125,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2159,26,125,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2160,26,125,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2161,26,120,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2162,26,122,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2163,26,122,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2164,26,122,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2165,26,122,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2166,26,122,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2167,26,122,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2168,26,122,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2169,26,120,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2170,26,120,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2171,26,120,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2172,26,120,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2173,26,120,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2174,26,120,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2175,26,120,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2176,26,122,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2177,26,122,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2178,26,122,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2179,26,120,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2180,26,123,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2181,26,120,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2182,26,122,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2183,26,122,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2184,26,124,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2185,26,124,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2186,26,124,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2187,26,124,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2188,26,124,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2189,26,124,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2190,26,120,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2191,26,120,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2192,26,116,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2193,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2194,26,124,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2195,26,124,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2196,26,124,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2197,26,126,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2198,26,120,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2199,26,118,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2200,26,120,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2201,26,120,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2202,26,118,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2203,26,112,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2204,26,112,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2205,26,123,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2206,26,123,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2207,26,123,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2208,26,123,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2209,26,123,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2210,26,123,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2211,26,123,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2212,26,118,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2213,26,118,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2214,26,118,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2215,26,118,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2216,26,118,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2217,26,118,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2218,26,118,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2219,26,123,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2220,26,118,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2221,26,123,"Los Angeles",1,"COVINA",26,"SOUTHEAST",15
2222,27,113,"Los Angeles",1,"POMONA",27,"SOUTHEAST",15
2223,27,113,"Los Angeles",1,"POMONA",27,"SOUTHEAST",15
2224,27,113,"Los Angeles",1,"POMONA",27,"SOUTHEAST",15
2225,27,113,"Los Angeles",1,"POMONA",27,"SOUTHEAST",15
2226,27,113,"Los Angeles",1,"POMONA",27,"SOUTHEAST",15
2227,27,111,"Los Angeles",1,"POMONA",27,"SOUTHEAST",15
2228,27,113,"Los Angeles",1,"POMONA",27,"SOUTHEAST",15
2229,27,111,"Los Angeles",1,"POMONA",27,"SOUTHEAST",15
2230,27,111,"Los Angeles",1,"POMONA",27,"SOUTHEAST",15
2231,27,110,"Los Angeles",1,"POMONA",27,"SOUTHEAST",15
2232,27,110,"Los Angeles",1,"POMONA",27,"SOUTHEAST",15
2233,27,111,"Los Angeles",1,"POMONA",27,"SOUTHEAST",15
2234,27,111,"Los Angeles",1,"POMONA",27,"SOUTHEAST",15
2235,27,111,"Los Angeles",1,"POMONA",27,"SOUTHEAST",15
2236,27,111,"Los Angeles",1,"POMONA",27,"SOUTHEAST",15
2237,27,110,"Los Angeles",1,"POMONA",27,"SOUTHEAST",15
2238,27,110,"Los Angeles",1,"POMONA",27,"SOUTHEAST",15
